,movieId,Title,Year,Rated,Genre,imdbRating,imdbVotes,Language,Country,Plot,Runtime
137,144,Under Siege 2: Dark Territory,1995,R,"Action, Adventure, Thriller",5.5,50826,English,United States,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.",100 min
138,145,Unstrung Heroes,1995,PG,"Comedy, Drama",6.7,3275,English,United States,"When a youngster needs a break from the pressures of his parents' household, he moves in with his offbeat uncles and learns some invaluable life lessons.",93 min
139,146,A Walk in the Clouds,1995,PG-13,"Drama, Romance",6.7,37065,English,"United States, Mexico","Paul Sutton, a young married soldier, befriends a pregnant lady who is petrified her father will disown her, and agrees to pose as her boyfriend. As time passes, they start growing fond of each other.",102 min
140,147,Waterworld,1995,PG-13,"Action, Adventure, Sci-Fi",6.3,212858,English,United States,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",135 min
141,148,White Man's Burden,1995,R,"Drama, Thriller",5.3,5204,English,"France, United States","In an alternative America where African-Americans and White Americans have reversed cultural roles, a white factory worker kidnaps a black factory owner for dismissing him over perceived disdain.",89 min
142,149,Wild Bill,1995,R,"Action, Biography, Drama",5.8,8058,"English, Sioux, Cantonese",United States,The early career of legendary lawman Wild Bill Hickock is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,98 min
143,150,Bushwhacked,1995,PG-13,"Adventure, Comedy, Crime",5.6,6986,English,United States,"Framed for murder and on the run from authorities, a sleazy courier poses as a scout leader. But he has no idea what he's in for when he must actually take charge of a group of kids on a hiking trip.",90 min
144,151,Burnt by the Sun,1994,R,"Drama, War",7.8,16466,"Russian, French","Russia, France","In the USSR in 1936, shadows of Stalin's repressions fall on a famous, revolutionary hero. The accUnited Statestions of him being a foreign spy are nonsense, and everyone knows that. However, a slow process of his downfall has already started.",135 min
145,152,Before Sunrise,1995,R,"Drama, Romance",8.1,347051,"English, German, French","Austria, United States","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",101 min
146,153,Billy Madison,1995,PG-13,Comedy,6.4,159275,"English, French, Spanish",United States,"In order to inherit his fed-up father Brian's hotel empire, immature and lazy Billy Madison must repeat grades one through twelve all over again. The further Billy progresses, the harder his hated rival Eric Gordon tries to stop him.",89 min
147,154,The Babysitter,1995,R,"Drama, Thriller",4.3,6114,English,United States,A teenage babysitter is the focus of two boys and a man's separate obsessions.,90 min
148,155,Boys on the Side,1995,R,"Comedy, Drama",6.5,14341,English,"United States, France","Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close f...",115 min
149,156,Circle of Friends,1995,PG-13,"Drama, Romance",6.6,9318,English,"Ireland, United States, United Kingdom","Three women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins.",103 min
150,157,Clerks,1994,R,Comedy,7.7,234179,English,United States,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",92 min
151,159,Disclosure,1994,R,"Drama, Thriller",6.2,54989,English,United States,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",128 min
152,160,Drop Zone,1994,R,"Action, Adventure, Thriller",5.6,21742,English,United States,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,101 min
153,161,Destiny Turns on the Radio,1995,R,"Crime, Comedy, Fantasy",4.5,2575,English,United States,"After 3 years in prison, Julian breaks out and returns to Vegas to get his half from the bank robbery and see Lucille again. The Devil took the loot and Tuerto took Lucille.",102 min
154,162,Death and the Maiden,1994,R,"Drama, Mystery, Thriller",7.2,27116,English,"United Kingdom, France, United States",A political activist is convinced that her guest is a man who once tortured her for the government.,103 min
155,163,Dolores Claiborne,1995,R,"Crime, Drama, Mystery",7.4,49323,English,United States,A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.,132 min
156,164,Dumb and Dumber,1994,PG-13,Comedy,7.3,418447,"English, Swedish, German",United States,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",107 min
157,165,Eat Drink Man Woman,1994,Not Rated,"Comedy, Drama, Romance",7.8,23499,"Mandarin, French","Taiwan, United States",A senior chef lives with his three grown daughters  the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,124 min
158,166,Exotica,1994,R,Drama,7,21316,"English, Hebrew",Canada,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.",103 min
159,167,Exit to Eden,1994,R,"Comedy, Crime, Romance",4.2,7378,English,United States,"Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden.",113 min
160,168,Ed Wood,1994,R,"Biography, Comedy, Drama",7.8,185202,English,United States,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.,127 min
161,169,French Kiss,1995,PG-13,"Comedy, Drama, Romance",6.6,53833,"English, French","United Kingdom, United States, France",A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.,111 min
162,170,Forget Paris,1995,PG-13,"Comedy, Romance",6.5,13174,"English, French",United States,"Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs.",101 min
163,171,A Goofy Movie,1995,G,"Animation, Adventure, Comedy",6.9,63855,English,"United States, Australia, France, Canada, Spain","When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.",78 min
164,172,Hideaway,1995,R,"Fantasy, Horror, Thriller",5.3,7450,English,"United States, Canada","Hatch gets a special resuscitative medicine after ""dying"" in a car accident. His wife and daughter only get minor injuries. He gets strange nightmares such as killing a teen girl. Is it just dreams?",106 min
165,174,Hoop Dreams,1994,PG-13,"Documentary, Drama, Sport",8.3,28301,English,United States,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.,170 min
166,175,Heavenly Creatures,1994,R,"Biography, Crime, Drama",7.3,68122,"English, French, Spanish","New Zealand, Germany","Two teenage girls share a unique bond: their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",99 min
167,177,Immortal Beloved,1994,R,"Biography, Drama, Music",7.4,26410,"English, Hungarian","United Kingdom, United States","The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to find out who this beloved was--not easy, as...",121 min
168,178,Heavyweights,1995,PG,"Comedy, Drama, Family",6.6,31098,English,United States,"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that it is a woodland hellhole run by a psycho ex-fitness instructor.",97 min
169,179,The Hunted,1995,R,"Action, Drama, Thriller",5.9,5767,"English, Japanese",United States,"An American businessman visiting Nagoya, Japan, meets a woman in a hotel bar. Returning to her room, 3 ninjas kill her and wound him, but he sees the ninja boss' face. Now, he's the prime target of a dangerous ninja cult.",110 min
170,180,I.Q.,1994,PG,"Comedy, Romance",6.2,26771,"English, German",United States,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends.",100 min
171,182,The Jerky Boys,1995,R,"Comedy, Crime",4.7,2846,English,United States,A hilarious prank phone call pushes the buttons of an angry mob boss.,82 min
172,183,Junior,1994,PG-13,"Comedy, Romance, Sci-Fi",4.7,73923,"English, German",United States,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",109 min
173,184,Just Cause,1995,R,"Action, Crime, Drama",6.4,29951,English,United States,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,102 min
174,185,A Kid in King Arthur's Court,1995,PG,"Adventure, Comedy, Family",4.7,6857,English,"United Kingdom, Hungary, United States",A Little League player is sent back into medieval times where he is given the task of saving Camelot.,89 min
175,186,Kiss of Death,1995,R,"Crime, Drama, Thriller",5.9,20434,English,United States,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,101 min
176,187,Star Wars: Episode IV - A New Hope,1977,PG,"Action, Adventure, Fantasy",8.6,1469927,English,United States,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...",121 min
